"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_nonlin_channel
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 2, 0, 2)",1.021020622220141
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 2, 0, 2)",1.021243067406509
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 2, 0, 2)",1.0282279470445717
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2, 0, 3)",1.0384817059420013
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 2, 0, 3)",1.0382935886575884
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 2, 0, 3)",1.0194394687199293
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 2, 0, 3)",1.027626071576386
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2, 1, 0)",1.01077883611064
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 2, 1, 0)",1.0160269835308546
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 2, 1, 0)",1.0175153413200213
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 2, 1, 0)",1.042133123358706
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2, 1, 1)",1.0237476050817518
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 2, 1, 1)",1.0370933529472746
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 2, 1, 1)",1.0251266801470074
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 2, 1, 1)",1.0186412301111831
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2, 1, 2)",1.0266410749579822
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 2, 1, 2)",1.0117734439834878
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 2, 1, 2)",1.0180849211210676
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 2, 1, 2)",1.0303007860238045
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2, 1, 3)",1.0152996628338022
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 2, 1, 3)",1.0275646193753103
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 2, 1, 3)",1.0181975081698884
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 2, 1, 3)",1.0261463556618653
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2, 2, 0)",1.0460222984361744
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 2, 2, 0)",1.0326825705533969
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 2, 2, 0)",1.0108492367902635
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 2, 2, 0)",1.0202102496972505
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2, 2, 1)",1.0125708650807843
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 2, 2, 1)",1.0288262837144304
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 2, 2, 1)",1.0138944487666206
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 2, 2, 1)",1.021783823493491
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2, 2, 2)",1.0119934653177998
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 2, 2, 2)",1.0390129148865208
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 2, 2, 2)",1.013233245280175
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 2, 2, 2)",1.0343853192669172
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2, 2, 3)",1.0262642671602669
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 2, 2, 3)",1.0322915039398388
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 2, 2, 3)",1.0223668379477608
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 2, 2, 3)",1.0303277114577365
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2, 3, 0)",1.027934057382654
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 2, 3, 0)",1.024437937882938
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 2, 3, 0)",1.031679956860812
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 2, 3, 0)",1.0436679414975183
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2, 3, 1)",1.004358155415941
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 2, 3, 1)",1.030875871223246
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 2, 3, 1)",1.0260318839796627
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 2, 3, 1)",1.021057330532745
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2, 3, 2)",1.0293665966609955
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 2, 3, 2)",1.0327276669388494
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 2, 3, 2)",1.0284615565131936
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 2, 3, 2)",1.049053403236502
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 2, 3, 3)",1.0109486186389418
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 2, 3, 3)",1.0243078116212652
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 2, 3, 3)",1.0134397454519397
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 2, 3, 3)",1.0035840241049034
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 0, 0)",1.0205685267689175
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 0, 0)",1.0141946057853122
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 0, 0)",1.019239914708961
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 0, 0)",1.005320709960992
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 0, 1)",1.0370837987604604
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 0, 1)",1.0049812000651426
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 0, 1)",1.0261605790364474
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 0, 1)",1.0226853146793868
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 0, 2)",1.0159614569079345
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 0, 2)",1.0138288591102154
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 0, 2)",1.029555775711593
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 0, 2)",1.0142591620314387
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 0, 3)",1.021572192832827
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 0, 3)",1.01417988937544
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 0, 3)",1.0186979174956192
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 0, 3)",1.034398580276744
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 1, 0)",1.0313793876395774
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 1, 0)",1.0180066046311955
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 1, 0)",1.0226071454397447
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 1, 0)",1.0424735625773378
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 1, 1)",1.007535399285871
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 1, 1)",1.0308923304067894
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 1, 1)",1.007258491305301
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 1, 1)",1.0218832868856351
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 1, 2)",1.0388782609936644
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 1, 2)",1.02613569879982
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 1, 2)",1.0188529835244786
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 1, 2)",1.0467070429354628
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 1, 3)",1.0086348111295969
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 1, 3)",1.0324923258167171
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 1, 3)",1.016942899602305
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 1, 3)",1.021953033161353
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 2, 0)",1.019448462259688
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 2, 0)",1.0109016944739206
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 2, 0)",1.0249376820266936
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 2, 0)",1.016730432701604
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 2, 1)",1.0392719766982073
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 2, 1)",1.026139235684275
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 2, 1)",1.0231698556217366
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 2, 1)",1.0278086767992078
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 2, 2)",1.0209492195259595
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 2, 2)",1.0121211857217771
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 2, 2)",1.02200513010303
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 2, 2)",1.0135925698683137
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 2, 3)",1.0280237276299542
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 2, 3)",1.010199127858486
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 2, 3)",1.0185259264600623
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 2, 3)",1.015796621524918
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 3, 0)",1.0272350498833012
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 3, 0)",1.024622079135486
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 3, 0)",1.0277295920301643
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 3, 0)",1.03154474483003
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 3, 1)",1.026763759627733
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 3, 1)",1.01827284407606
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 3, 1)",1.0232779354577914
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 3, 1)",1.0155343509535169
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 3, 2)",1.0265962190385325
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 3, 2)",1.0282888490102005
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 3, 2)",1.025327727270415
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 3, 2)",1.0369250685773648
"(16, 32)",4,4,5,scale_offset,scale_offset,replacement,random,42,"(3, 3, 3, 3, 3)",1.0052100251606144
"(16, 32)",4,4,5,complement,complement,replacement,random,42,"(3, 3, 3, 3, 3)",1.0196157610424093
"(16, 32)",4,4,5,sign_value,sign_value,replacement,random,42,"(3, 3, 3, 3, 3)",1.0200293026853062
"(16, 32)",4,4,5,gray,gray,replacement,random,42,"(3, 3, 3, 3, 3)",1.0148505974135418
"(16, 32)",4,4,1,scale_offset,scale_offset,xor,random,42,"(0,)",1.0004446002391714
"(16, 32)",4,4,1,complement,complement,xor,random,42,"(0,)",1.0004446002391714
"(16, 32)",4,4,1,sign_value,sign_value,xor,random,42,"(0,)",1.0004446002391714
"(16, 32)",4,4,1,gray,gray,xor,random,42,"(0,)",1.0004446002391714
"(16, 32)",4,4,1,scale_offset,scale_offset,xor,random,42,"(1,)",1.000379597850639
"(16, 32)",4,4,1,complement,complement,xor,random,42,"(1,)",1.0004485247629022
"(16, 32)",4,4,1,sign_value,sign_value,xor,random,42,"(1,)",1.0004002999905457
"(16, 32)",4,4,1,gray,gray,xor,random,42,"(1,)",1.0004574741918644
"(16, 32)",4,4,1,scale_offset,scale_offset,xor,random,42,"(2,)",0.9990547073189694
"(16, 32)",4,4,1,complement,complement,xor,random,42,"(2,)",1.002325246841002
"(16, 32)",4,4,1,sign_value,sign_value,xor,random,42,"(2,)",1.0001357827626265
"(16, 32)",4,4,1,gray,gray,xor,random,42,"(2,)",1.0002145196726309
"(16, 32)",4,4,1,scale_offset,scale_offset,xor,random,42,"(3,)",1.0003840842589968
"(16, 32)",4,4,1,complement,complement,xor,random,42,"(3,)",1.0004698257657665
"(16, 32)",4,4,1,sign_value,sign_value,xor,random,42,"(3,)",1.0004499049574462
"(16, 32)",4,4,1,gray,gray,xor,random,42,"(3,)",1.0004951278592709
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(0, 0, 1)",1.015795700654318
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(0, 0, 1)",1.0084502871347645
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(0, 0, 1)",1.0133060683794768
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(0, 0, 1)",1.017557256847786
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(0, 0, 2)",0.9990547073189694
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(0, 0, 2)",1.002325246841002
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(0, 0, 2)",1.0001357827626265
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(0, 0, 2)",1.0002145196726309
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(0, 0, 3)",1.0192265898484816
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(0, 0, 3)",1.0179357289633229
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(0, 0, 3)",1.012384488517892
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(0, 0, 3)",1.0168480456347604
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(0, 1, 1)",1.017205878874749
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(0, 1, 1)",1.022301235549301
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(0, 1, 1)",1.0187816777285867
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(0, 1, 1)",1.0122336876968503
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(0, 1, 2)",1.000469778244823
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(0, 1, 2)",1.000453167686244
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(0, 1, 2)",1.0005600493528384
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(0, 1, 2)",1.000451546555327
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(0, 1, 3)",1.017774154195902
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(0, 1, 3)",1.0074241964866235
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(0, 1, 3)",1.0146627077153902
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(0, 1, 3)",1.0119842349516914
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(0, 2, 1)",1.0287183472912058
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(0, 2, 1)",1.0145858860293435
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(0, 2, 1)",1.021262333772379
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(0, 2, 1)",1.0234484135994502
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(0, 2, 2)",0.9990547085503148
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(0, 2, 2)",1.0023252542428116
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(0, 2, 2)",1.0001357819960517
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(0, 2, 2)",1.0002145197472798
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(0, 2, 3)",1.0230101247719785
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(0, 2, 3)",1.0166906370786577
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(0, 2, 3)",1.0107008251134872
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(0, 2, 3)",1.0245302239159817
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(0, 3, 1)",1.019407186759328
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(0, 3, 1)",1.0296185569423084
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(0, 3, 1)",1.017995380918104
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(0, 3, 1)",1.0108181827091278
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(0, 3, 2)",1.000473024774669
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(0, 3, 2)",1.0004233377618472
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(0, 3, 2)",1.0008925139290312
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(0, 3, 2)",1.0004730252049547
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(0, 3, 3)",1.0142553723926724
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(0, 3, 3)",1.0286478302465667
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(0, 3, 3)",1.0199370001335617
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(0, 3, 3)",1.0243779980076642
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 0, 0)",1.0063379245068873
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 0, 0)",1.0023183044075052
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 0, 0)",1.0082942836533355
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 0, 0)",1.006957305175133
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 0, 1)",1.0147870095763192
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 0, 1)",1.021690081057082
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 0, 1)",1.016411364220064
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 0, 1)",1.0193794249953274
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 0, 2)",1.0188436612334113
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 0, 2)",0.9979356214798
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 0, 2)",1.017480189414176
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 0, 2)",1.0062204171750826
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 0, 3)",1.0216074165073004
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 0, 3)",1.0264038158368836
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 0, 3)",1.040790606814716
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 0, 3)",1.0156450319294263
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 1, 0)",1.0059410898159138
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 1, 0)",1.0241432450358068
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 1, 0)",1.0162534890318935
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 1, 0)",1.017027634184646
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 1, 1)",1.019409419735653
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 1, 1)",1.0113287753253308
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 1, 1)",1.0233562933111604
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 1, 1)",1.02891159484973
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 1, 2)",1.0287874786973177
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 1, 2)",1.031473572033509
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 1, 2)",1.023721633399287
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 1, 2)",1.0174310292095787
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 1, 3)",1.0226572399757496
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 1, 3)",1.0077832479988733
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 1, 3)",1.0245480073566773
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 1, 3)",1.02510556634745
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 2, 0)",1.011072097724499
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 2, 0)",1.0057647884202483
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 2, 0)",1.0108401622465149
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 2, 0)",1.005604201147093
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 2, 1)",1.0076214582381051
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 2, 1)",1.019516856980162
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 2, 1)",1.030791737607462
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 2, 1)",1.01563565536235
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 2, 2)",1.0100023818550896
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 2, 2)",1.0122890302169092
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 2, 2)",1.0117880830232462
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 2, 2)",1.0164863729779687
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 2, 3)",1.0249667318015598
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 2, 3)",1.0228870469189908
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 2, 3)",1.021007521279267
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 2, 3)",1.0045675627723705
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 3, 0)",1.0186753756116622
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 3, 0)",1.034230023381537
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 3, 0)",1.0162852202521884
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 3, 0)",1.0114362579245242
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 3, 1)",1.023782136792078
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 3, 1)",1.0137359647850206
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 3, 1)",1.0195107820330076
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 3, 1)",1.0317785236109298
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 3, 2)",1.0160025178311842
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 3, 2)",1.0244106357487002
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 3, 2)",1.020433346097731
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 3, 2)",1.0106230943768186
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(1, 3, 3)",1.014195493568156
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(1, 3, 3)",1.0249451512236674
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(1, 3, 3)",1.022732976689131
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(1, 3, 3)",1.0348165278781791
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 0, 0)",0.9990547073189694
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 0, 0)",1.002325246841002
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 0, 0)",1.0001357827626265
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 0, 0)",1.0002145196726309
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 0, 1)",1.012109661036212
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 0, 1)",1.0076054741167453
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 0, 1)",1.0255190191516983
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 0, 1)",1.0229455890865082
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 0, 2)",0.9990547085503148
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 0, 2)",1.0023252542428116
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 0, 2)",1.0001357819960517
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 0, 2)",1.0002145197472798
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 0, 3)",1.0184621072803937
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 0, 3)",1.0087970879534656
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 0, 3)",1.0150285534890662
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 0, 3)",1.0185153256098012
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 1, 0)",1.000469778244823
"(16, 32)",4,4,3,complement,complement,xor,random,42,"(2, 1, 0)",1.000453167686244
"(16, 32)",4,4,3,sign_value,sign_value,xor,random,42,"(2, 1, 0)",1.0005600493528384
"(16, 32)",4,4,3,gray,gray,xor,random,42,"(2, 1, 0)",1.000451546555327
"(16, 32)",4,4,3,scale_offset,scale_offset,xor,random,42,"(2, 1, 1)",1.0322746093151136
