"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_ppst
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 1, 3, 1)",1.0385551272012363
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 1, 3, 1)",1.0182593346535556
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 1, 3, 1)",1.0274491133763053
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 1, 3, 1)",1.0393169948749674
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 1, 3, 2)",0.1818856973000728
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 1, 3, 2)",0.2843988119437025
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 1, 3, 2)",0.2136792568180993
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 1, 3, 2)",0.1027896109371246
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 1, 3, 3)",1.0359472975477495
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 1, 3, 3)",1.0233918872279706
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 1, 3, 3)",1.018630257678327
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 1, 3, 3)",1.0404000847786916
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 0, 0)",0.5808523778124698
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 0, 0)",0.7207623122340416
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 0, 0)",0.616223620627922
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 0, 0)",0.7033859848554338
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 0, 1)",1.0435496135744544
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 0, 1)",1.0352217313465293
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 0, 1)",1.0170819442487051
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 0, 1)",1.0470769630573111
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 0, 2)",0.5969762887063861
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 0, 2)",0.6799064408564215
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 0, 2)",0.6138460858026997
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 0, 2)",0.691627449202076
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 0, 3)",1.0255738850203375
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 0, 3)",1.040805464509082
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 0, 3)",1.0153580078032394
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 0, 3)",1.0403239790982042
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 1, 0)",1.032828134840579
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 1, 0)",1.0181098082299396
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 1, 0)",1.011778872538631
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 1, 0)",1.038444474636959
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 1, 1)",0.3956111663284763
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 1, 1)",0.4795931512303216
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 1, 1)",0.4710857426724727
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 1, 1)",0.3306012776814317
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 1, 2)",1.0399546581263848
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 1, 2)",1.028097026641254
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 1, 2)",1.0293641926194883
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 1, 2)",1.036469616569444
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 1, 3)",0.4027570226575859
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 1, 3)",0.4700613504120637
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 1, 3)",0.4464420432182176
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 1, 3)",0.3383605461919804
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 2, 0)",0.5924855932628322
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 2, 0)",0.6906729148280281
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 2, 0)",0.6228581855940093
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 2, 0)",0.6644594418847386
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 2, 1)",1.0326052554426244
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 2, 1)",1.0391889647121884
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 2, 1)",1.0242197852420858
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 2, 1)",1.057941141859993
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 2, 2)",0.5814669282664582
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 2, 2)",0.7190411765386957
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 2, 2)",0.6066442144489336
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 2, 2)",0.688636413620783
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 2, 3)",1.0269612171319464
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 2, 3)",1.0302544860700786
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 2, 3)",1.0162055270970516
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 2, 3)",1.0387240136898053
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 3, 0)",1.0337672958113102
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 3, 0)",1.0230201494541022
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 3, 0)",1.025420044998647
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 3, 0)",1.0414753898470293
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 3, 1)",0.3930721727417006
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 3, 1)",0.4742770156539296
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 3, 1)",0.4305808874282433
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 3, 1)",0.3451696768242822
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 3, 2)",1.0436804038184972
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 3, 2)",1.0188612868201543
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 3, 2)",1.0259095907092883
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 3, 2)",1.0338803920105768
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 2, 3, 3)",0.3911943886169678
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 2, 3, 3)",0.4757357596941829
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 2, 3, 3)",0.4393591602020754
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 2, 3, 3)",0.3188130652393896
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 0, 0)",1.048006340152812
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 0, 0)",1.0199873557590518
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 0, 0)",1.0306567188082498
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 0, 0)",1.025259142512841
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 0, 1)",0.6359304696878416
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 0, 1)",0.6789314857330474
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 0, 1)",0.633566544936508
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 0, 1)",0.6953416383211003
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 0, 2)",1.03774799607748
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 0, 2)",1.0233158630253902
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 0, 2)",1.0362656513283142
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 0, 2)",1.0287076287624342
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 0, 3)",0.6397708711662549
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 0, 3)",0.7176924302590916
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 0, 3)",0.6423314098332531
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 0, 3)",0.7213833552549448
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 1, 0)",0.1834252337661094
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 1, 0)",0.2754822158540118
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 1, 0)",0.1931659586840459
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 1, 0)",0.1002986081821494
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 1, 1)",1.042431915558673
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 1, 1)",1.008829159226051
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 1, 1)",1.035544367851957
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 1, 1)",1.0362676101040325
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 1, 2)",0.1910656547303967
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 1, 2)",0.2525848780794498
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 1, 2)",0.2086671105625995
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 1, 2)",0.1062502372881447
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 1, 3)",1.0567710317392027
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 1, 3)",1.031946879150269
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 1, 3)",1.0292157407802889
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 1, 3)",1.031259330647032
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 2, 0)",1.0209869051399854
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 2, 0)",1.0341722375893672
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 2, 0)",1.029163512418366
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 2, 0)",1.0181312653814052
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 2, 1)",0.6436698593449073
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 2, 1)",0.7287440588218851
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 2, 1)",0.6284048974059552
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 2, 1)",0.7178542659767997
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 2, 2)",1.048526684294894
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 2, 2)",1.0232512771532425
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 2, 2)",1.0330811913033997
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 2, 2)",1.0126831961941054
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 2, 3)",0.6363583725258027
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 2, 3)",0.6786096903049386
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 2, 3)",0.6060126007513429
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 2, 3)",0.7097164169273085
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 3, 0)",0.1903589182662758
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 3, 0)",0.2626125690739884
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 3, 0)",0.2159231766906594
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 3, 0)",0.1003704165831532
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 3, 1)",1.0310352828866838
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 3, 1)",1.0253224228008258
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 3, 1)",1.0356731723449508
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 3, 1)",1.0315142816288612
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 3, 2)",0.1715894382469878
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 3, 2)",0.2321566137708702
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 3, 2)",0.2173266314095655
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 3, 2)",0.0937628953398233
"(16, 32)",4,4,5,scale_offset,scale_offset,additive,random,42,"(3, 3, 3, 3, 3)",1.04681295239795
"(16, 32)",4,4,5,complement,complement,additive,random,42,"(3, 3, 3, 3, 3)",1.0249282453728776
"(16, 32)",4,4,5,sign_value,sign_value,additive,random,42,"(3, 3, 3, 3, 3)",1.026831421436509
"(16, 32)",4,4,5,gray,gray,additive,random,42,"(3, 3, 3, 3, 3)",1.0266501527087175
"(16, 32)",4,4,1,scale_offset,scale_offset,replacement,random,42,"(0,)",1.0130661485987698
"(16, 32)",4,4,1,complement,complement,replacement,random,42,"(0,)",1.0130661485987698
"(16, 32)",4,4,1,sign_value,sign_value,replacement,random,42,"(0,)",1.0130661485987698
"(16, 32)",4,4,1,gray,gray,replacement,random,42,"(0,)",1.0130661485987698
"(16, 32)",4,4,1,scale_offset,scale_offset,replacement,random,41,"(0,)",1.0130661485987698
"(16, 32)",4,4,1,scale_offset,scale_offset,replacement,random,43,"(0,)",1.0130661485987698
"(16, 32)",4,4,1,scale_offset,scale_offset,replacement,random,42,"(1,)",0.1673396043378339
"(16, 32)",4,4,1,complement,complement,replacement,random,42,"(1,)",0.659379836686744
"(16, 32)",4,4,1,sign_value,sign_value,replacement,random,42,"(1,)",0.4621861277574916
"(16, 32)",4,4,1,gray,gray,replacement,random,42,"(1,)",0.2117025076500782
"(16, 32)",4,4,1,scale_offset,scale_offset,replacement,random,41,"(1,)",0.1673396043378339
"(16, 32)",4,4,1,scale_offset,scale_offset,replacement,random,43,"(1,)",0.1673396043378339
"(16, 32)",4,4,1,scale_offset,scale_offset,replacement,random,42,"(2,)",0.8064710259129475
"(16, 32)",4,4,1,complement,complement,replacement,random,42,"(2,)",0.7672739633735775
"(16, 32)",4,4,1,sign_value,sign_value,replacement,random,42,"(2,)",1.0041467496162513
"(16, 32)",4,4,1,gray,gray,replacement,random,42,"(2,)",1.0124091079978723
"(16, 32)",4,4,1,scale_offset,scale_offset,replacement,random,41,"(2,)",0.8064710259129475
"(16, 32)",4,4,1,scale_offset,scale_offset,replacement,random,43,"(2,)",0.8064710259129475
"(16, 32)",4,4,1,scale_offset,scale_offset,replacement,random,42,"(3,)",0.1593914717313542
"(16, 32)",4,4,1,complement,complement,replacement,random,42,"(3,)",0.5460910109691196
"(16, 32)",4,4,1,sign_value,sign_value,replacement,random,42,"(3,)",0.1443161713746823
"(16, 32)",4,4,1,gray,gray,replacement,random,42,"(3,)",0.2071294310877991
"(16, 32)",4,4,1,scale_offset,scale_offset,replacement,random,41,"(3,)",0.1593914717313542
"(16, 32)",4,4,1,scale_offset,scale_offset,replacement,random,43,"(3,)",0.1593914717313542
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 1)",0.0902796097286419
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(0, 0, 1)",0.4427783566412541
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(0, 0, 1)",0.2889859155571374
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(0, 0, 1)",0.1466102946975479
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(0, 0, 1)",0.0946184138373237
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(0, 0, 1)",0.0859154274111942
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 2)",0.8064710146689643
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(0, 0, 2)",0.7672739633735775
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(0, 0, 2)",1.0041467496162513
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(0, 0, 2)",1.0124091079978723
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(0, 0, 2)",0.8064710259129475
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(0, 0, 2)",0.8064710259129475
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 0, 3)",0.0831016768248738
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(0, 0, 3)",0.2359112708290186
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(0, 0, 3)",0.0945086911488784
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(0, 0, 3)",0.168072014043933
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(0, 0, 3)",0.0871713282080808
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(0, 0, 3)",0.0808629581154837
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 1)",0.9749054158593314
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(0, 1, 1)",0.95819155869579
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(0, 1, 1)",0.9737802356300184
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(0, 1, 1)",0.91808734532077
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(0, 1, 1)",0.9978560942074202
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(0, 1, 1)",1.031816451493064
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 2)",0.1484143212622174
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(0, 1, 2)",0.0786609864801806
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(0, 1, 2)",0.2332827100794196
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(0, 1, 2)",0.2332427944214548
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(0, 1, 2)",0.1484143212622174
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(0, 1, 2)",0.1484143212622174
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 1, 3)",0.9753437997994596
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(0, 1, 3)",0.9532119164660884
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(0, 1, 3)",0.9690961998078826
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(0, 1, 3)",0.948448409889305
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(0, 1, 3)",0.9357880592606298
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(0, 1, 3)",1.0405782549106508
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 1)",0.066155610931117
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(0, 2, 1)",0.1982243838399571
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(0, 2, 1)",0.0873673512512178
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(0, 2, 1)",0.1244467826525173
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(0, 2, 1)",0.0722140609731637
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(0, 2, 1)",0.0562167977894751
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 2)",0.8064707928411967
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(0, 2, 2)",0.7672739481949555
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(0, 2, 2)",1.004147431278681
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(0, 2, 2)",1.0124091040113246
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(0, 2, 2)",0.8064707928411967
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(0, 2, 2)",0.8064707928411967
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 2, 3)",0.071194273636425
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(0, 2, 3)",0.2530284975750915
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(0, 2, 3)",0.1973254089104701
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(0, 2, 3)",0.089593292127417
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(0, 2, 3)",0.076006948525503
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(0, 2, 3)",0.0616973311778921
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 1)",0.979454312743892
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(0, 3, 1)",0.9471445267366808
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(0, 3, 1)",1.0077783799371018
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(0, 3, 1)",0.9646219166684604
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(0, 3, 1)",1.009519653204906
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(0, 3, 1)",1.0002200871605855
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 2)",0.1484053678384889
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(0, 3, 2)",0.0787857438180083
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(0, 3, 2)",0.1060870148662154
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(0, 3, 2)",0.1484050472023713
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(0, 3, 2)",0.1484053678384889
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(0, 3, 2)",0.1484053678384889
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(0, 3, 3)",1.00969319955307
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(0, 3, 3)",0.9701850901396796
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(0, 3, 3)",0.980784247356347
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(0, 3, 3)",0.9979857652540935
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(0, 3, 3)",1.0061271493329065
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(0, 3, 3)",1.012234892799018
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 0, 0)",0.0902796132516305
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 0, 0)",0.4427783610648563
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 0, 0)",0.2889859213317566
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 0, 0)",0.1466102733166062
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 0, 0)",0.0946184138333758
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 0, 0)",0.0859154263617863
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 0, 1)",0.2928480532229758
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 0, 1)",0.22007230785921
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 0, 1)",0.3199277880950397
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 0, 1)",0.2682076519534448
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 0, 1)",0.2999934089093666
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 0, 1)",0.7292810657729042
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 0, 2)",0.0693711619507079
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 0, 2)",0.1940934549411587
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 0, 2)",0.0854125601250691
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 0, 2)",0.1138308580634711
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 0, 2)",0.0742365717479562
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 0, 2)",0.0663186413697134
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 0, 3)",0.2870775631312469
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 0, 3)",0.2185563878644212
"(16, 32)",4,4,3,sign_value,sign_value,replacement,random,42,"(1, 0, 3)",0.3270632052660044
"(16, 32)",4,4,3,gray,gray,replacement,random,42,"(1, 0, 3)",0.2750896745541686
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,41,"(1, 0, 3)",0.3015968548660884
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,43,"(1, 0, 3)",0.797461348880603
"(16, 32)",4,4,3,scale_offset,scale_offset,replacement,random,42,"(1, 1, 0)",0.9906964562862116
"(16, 32)",4,4,3,complement,complement,replacement,random,42,"(1, 1, 0)",0.936114399726121
