"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_ppst_10
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 2, 0, 1)",0.2440488357249778
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 2, 0, 1)",0.136335308291763
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 2, 0, 1)",0.1302919559323082
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 2, 0, 2)",0.737054140106101
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 2, 0, 2)",0.8857215116751008
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 2, 0, 2)",0.8914863183902099
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 2, 0, 2)",0.7441055416013372
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 2, 0, 3)",0.175782232248058
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 2, 0, 3)",0.2587856129355599
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 2, 0, 3)",0.1465928193976678
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 2, 0, 3)",0.1391164863535552
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 2, 1, 0)",0.6262804449000382
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 2, 1, 0)",0.7179718833532049
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 2, 1, 0)",0.6226451676408253
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 2, 1, 0)",0.7303562586011524
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 2, 1, 1)",1.0292272634456563
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 2, 1, 1)",1.0159775214217874
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 2, 1, 1)",1.046350772297787
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 2, 1, 1)",1.0238183543814685
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 2, 1, 2)",0.6501174087711274
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 2, 1, 2)",0.7174634221150265
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 2, 1, 2)",0.6454282946922307
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 2, 1, 2)",0.7091158181733364
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 2, 1, 3)",1.0397937897225855
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 2, 1, 3)",1.0189586407700195
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 2, 1, 3)",1.023268428757681
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 2, 1, 3)",1.028330641433348
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 2, 2, 0)",0.7463818184810128
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 2, 2, 0)",0.9086681145889302
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 2, 2, 0)",0.8924402918478229
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 2, 2, 0)",0.7557446615358882
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 2, 2, 1)",0.1735575046756118
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 2, 2, 1)",0.2683848640763494
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 2, 2, 1)",0.1475404896653093
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 2, 2, 1)",0.1323945444724312
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 2, 2, 2)",0.7499503813627223
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 2, 2, 2)",0.9524666317919438
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 2, 2, 2)",0.9049430516033432
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 2, 2, 2)",0.7264437383526181
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 2, 2, 3)",0.1799510462414681
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 2, 2, 3)",0.2633451581007176
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 2, 2, 3)",0.1365487395548503
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 2, 2, 3)",0.1320557801183146
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 2, 3, 0)",0.6822643105253456
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 2, 3, 0)",0.6970030141592264
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 2, 3, 0)",0.6409837512051891
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 2, 3, 0)",0.7028415544120333
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 2, 3, 1)",1.0228856507522035
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 2, 3, 1)",1.014788252644686
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 2, 3, 1)",1.0273108009602996
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 2, 3, 1)",1.0240616354142005
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 2, 3, 2)",0.6509797329882971
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 2, 3, 2)",0.7133530472891976
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 2, 3, 2)",0.6322733888394252
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 2, 3, 2)",0.7155894675384117
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 2, 3, 3)",1.0318488688839822
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 2, 3, 3)",1.0256786866992422
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 2, 3, 3)",1.0227660882208234
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 2, 3, 3)",1.0334795366931366
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 0, 0)",0.3788954456793193
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 0, 0)",0.4645981010325287
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 0, 0)",0.4832044977223881
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 0, 0)",0.3583391778255019
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 0, 1)",1.074937081955858
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 0, 1)",0.9994168702013344
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 0, 1)",1.0228611054936392
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 0, 1)",1.0227466424851643
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 0, 2)",0.3863222635631793
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 0, 2)",0.4470762846908032
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 0, 2)",0.4883505915439203
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 0, 2)",0.3680176255945487
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 0, 3)",1.038421242952108
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 0, 3)",1.004794767873242
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 0, 3)",1.0180875843470352
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 0, 3)",1.0343262494962255
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 1, 0)",1.0407302011158772
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 1, 0)",1.021005055787421
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 1, 0)",1.0350469598655574
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 1, 0)",1.0471903617467635
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 1, 1)",0.6833736791425792
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 1, 1)",0.6791785298164207
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 1, 1)",0.6510697667437744
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 1, 1)",0.6767534868551138
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 1, 2)",1.0380443027853352
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 1, 2)",1.0221441887763116
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 1, 2)",1.0274070141027074
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 1, 2)",1.059219014533097
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 1, 3)",0.7062616021087871
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 1, 3)",0.6854928122891314
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 1, 3)",0.6419265985135187
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 1, 3)",0.7036842151981532
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 2, 0)",0.3965993230441784
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 2, 0)",0.449120096443161
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 2, 0)",0.4889625378568469
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 2, 0)",0.3648967932283568
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 2, 1)",1.0469511808528034
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 2, 1)",1.0032015837068755
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 2, 1)",1.0260219220937468
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 2, 1)",1.0399973822358053
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 2, 2)",0.4076138567603604
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 2, 2)",0.4425365164919173
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 2, 2)",0.4402012839251105
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 2, 2)",0.3563271054148501
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 2, 3)",1.0477101922620664
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 2, 3)",1.0021372752047195
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 2, 3)",1.03386592120535
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 2, 3)",1.034483502526239
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 3, 0)",1.032198975241996
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 3, 0)",1.0209160128963823
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 3, 0)",1.0259681888746917
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 3, 0)",1.0527775974935203
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 3, 1)",0.6851816138538431
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 3, 1)",0.6833090395107928
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 3, 1)",0.6739503617142917
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 3, 1)",0.7173097959873173
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 3, 2)",1.0292091941638046
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 3, 2)",1.029654167357956
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 3, 2)",1.028971836672897
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 3, 2)",1.0391699695558467
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 2, 3, 3, 3)",0.6367582679022185
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 2, 3, 3, 3)",0.6926858604961136
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 2, 3, 3, 3)",0.629265029439685
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 2, 3, 3, 3)",0.7129208416193952
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 0, 0)",0.6316479332912249
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 0, 0)",0.7000065806516012
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 0, 0)",0.6274552482494354
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 0, 0)",0.7358078029280719
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 0, 1)",1.0370341937172365
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 0, 1)",1.0264892976059772
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 0, 1)",1.0384457153081803
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 0, 1)",1.035154466604581
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 0, 2)",0.6425367276339108
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 0, 2)",0.7269178283902539
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 0, 2)",0.6129121296094245
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 0, 2)",0.6801386602636323
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 0, 3)",1.0225075145086602
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 0, 3)",1.0178295727587618
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 0, 3)",1.0182963020476938
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 0, 3)",1.027613810160324
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 1, 0)",1.050838002539378
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 1, 0)",1.0246135485387229
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 1, 0)",1.031025890455959
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 1, 0)",1.0464242328571576
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 1, 1)",0.5140975621198371
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 1, 1)",0.4966570171656411
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 1, 1)",0.530710101972879
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 1, 1)",0.4260044284096297
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 1, 2)",1.0403823803915029
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 1, 2)",1.0392445564788817
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 1, 2)",1.0345807559386917
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 1, 2)",1.0293131622114864
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 1, 3)",0.4734821348958192
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 1, 3)",0.5228111318538531
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 1, 3)",0.5122280836253628
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 1, 3)",0.4141213949664577
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 2, 0)",0.5852907218591361
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 2, 0)",0.6990304161139973
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 2, 0)",0.6073969904777422
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 2, 0)",0.7158139519996759
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 2, 1)",1.0468436564415682
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 2, 1)",1.0248182065436289
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 2, 1)",1.0351647329517422
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 2, 1)",1.0230700045400951
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 2, 2)",0.6448085236674421
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 2, 2)",0.6825150996991735
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 2, 2)",0.6226152484101108
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 2, 2)",0.7227443283060014
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 2, 3)",1.0259508103109023
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 2, 3)",1.0260249177904712
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 2, 3)",1.0303543673405626
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 2, 3)",1.0358241076109385
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 3, 0)",1.035742536652554
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 3, 0)",1.0180788608111435
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 3, 0)",1.0107695945374449
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 3, 0)",1.035466835943844
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 3, 1)",0.4601772866848164
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 3, 1)",0.502353129831479
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 3, 1)",0.4924921006796062
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 3, 1)",0.4242153162950265
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 3, 2)",1.0413403587078212
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 3, 2)",1.0280829502592863
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 3, 2)",1.0245747588419327
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 3, 2)",1.0477748102325857
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 0, 3, 3)",0.4949511503102679
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 0, 3, 3)",0.5067479357436353
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 0, 3, 3)",0.5168519196315332
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 0, 3, 3)",0.4430277631818207
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 0, 0)",1.0336941643576731
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 0, 0)",1.033674597296674
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 0, 0)",1.026859889031486
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 0, 0)",1.033274655159927
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 0, 1)",0.6940296896057333
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 0, 1)",0.6901525986003612
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 0, 1)",0.634334049810719
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 0, 1)",0.7550737888136984
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 0, 2)",1.0275452677077703
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 0, 2)",1.0168945538654757
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 0, 2)",1.028695020085545
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 0, 2)",1.0288293677050315
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 0, 3)",0.6862725844553167
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 0, 3)",0.710147502880917
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 0, 3)",0.6601654523176906
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 0, 3)",0.7346280126389532
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 1, 0)",0.2912836060334497
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 1, 0)",0.3981518940677344
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 1, 0)",0.3411296592573939
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 1, 0)",0.2429685574028911
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 1, 1)",1.0347036796862643
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 1, 1)",1.020384475259409
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 1, 1)",1.0120388172975014
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 1, 1)",1.0274192255106844
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 1, 2)",0.3144515594664668
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 1, 2)",0.4005830488469318
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 1, 2)",0.3490115724541353
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 1, 2)",0.2399925740411928
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 1, 3)",1.039974210038687
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 1, 3)",1.0197820648289873
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 1, 3)",1.005781293630876
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 1, 3)",1.0417116532979305
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 2, 0)",1.0438277229536728
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 2, 0)",1.0520980620963865
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 2, 0)",1.0077621303114457
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 2, 0)",1.0329640362639794
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 2, 1)",0.6675424287874439
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 2, 1)",0.6979936843251269
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 2, 1)",0.6374926070773683
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 2, 1)",0.719833033259932
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 2, 2)",1.0377263685424871
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 2, 2)",1.0344972256881493
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 2, 2)",1.0317113303823089
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 2, 2)",1.0345163196992408
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 2, 3)",0.7043264513767281
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 2, 3)",0.6779912013703825
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 2, 3)",0.6381311664716597
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 2, 3)",0.7117155684868441
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 3, 0)",0.3058730604499359
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 3, 0)",0.3910983577711613
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 3, 0)",0.345415561996371
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 3, 0)",0.2534202847675652
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 3, 1)",1.0296025821507202
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 3, 1)",1.0242151122778504
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 3, 1)",1.023992076095076
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 3, 1)",1.0341527792145688
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 3, 2)",0.3085628735114997
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 3, 2)",0.3879532243673727
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 3, 2)",0.3418816155368611
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 3, 2)",0.2537324796698593
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 1, 3, 3)",1.03935117126357
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 1, 3, 3)",1.0202448495232053
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 1, 3, 3)",1.0067461875429138
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 1, 3, 3)",1.0325858872071405
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 0, 0)",0.6457527481042042
