"(N_r,N_c)",I,m,hat n,transformation,quantization,encoding,mapping,seed,w,nmse_ppst_10
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 0, 0)",0.6782687019064207
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 0, 0)",0.5969430312318197
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 0, 0)",0.7333398254147753
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 0, 1)",1.0266628319733802
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 0, 1)",1.0249003319770211
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 0, 1)",1.0419707480673173
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 0, 1)",1.021826440481362
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 0, 2)",0.6502496142342608
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 0, 2)",0.6642069173481513
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 0, 2)",0.6336879704069616
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 0, 2)",0.7049973587861421
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 0, 3)",1.0223393690000582
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 0, 3)",1.0312254960123817
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 0, 3)",1.0408762826860136
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 0, 3)",1.029501469764634
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 1, 0)",1.0377451156045625
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 1, 0)",1.0269785300601275
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 1, 0)",1.0232599047522353
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 1, 0)",1.0302346820948958
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 1, 1)",0.5063811626350645
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 1, 1)",0.5052155153750888
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 1, 1)",0.5112565836494013
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 1, 1)",0.4019410939600407
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 1, 2)",1.0456991099254946
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 1, 2)",1.0363288297625302
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 1, 2)",1.0257359370280823
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 1, 2)",1.0381029959043788
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 1, 3)",0.5008122580308825
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 1, 3)",0.4902568493923916
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 1, 3)",0.5377646560838035
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 1, 3)",0.4018259108036256
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 2, 0)",0.6261985604334181
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 2, 0)",0.6918523151427817
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 2, 0)",0.6211486461133744
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 2, 0)",0.7444594647232198
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 2, 1)",1.026817725962294
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 2, 1)",1.0267019087507898
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 2, 1)",1.0389712247857106
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 2, 1)",1.0297062693121006
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 2, 2)",0.6314436636721357
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 2, 2)",0.680635057536494
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 2, 2)",0.6240833230694146
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 2, 2)",0.7211916340227635
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 2, 3)",1.032576142077211
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 2, 3)",1.0185576136188057
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 2, 3)",1.0285145243244984
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 2, 3)",1.018844356814869
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 3, 0)",1.0461226815059343
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 3, 0)",1.0304545361545088
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 3, 0)",1.0088584674149297
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 3, 0)",1.0260007350341194
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 3, 1)",0.4537786444194968
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 3, 1)",0.4897694886935896
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 3, 1)",0.529364551766692
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 3, 1)",0.4065742270564901
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 3, 2)",1.0479619174704808
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 3, 2)",1.0334974540299693
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 3, 2)",1.0194901357633446
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 3, 2)",1.0276342032150898
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 2, 3, 3)",0.4406372057070267
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 2, 3, 3)",0.5284912426841382
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 2, 3, 3)",0.5148799896467707
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 2, 3, 3)",0.4334610326810788
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 0, 0)",1.0366712735632553
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 0, 0)",1.0417730812536818
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 0, 0)",1.0293353328268438
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 0, 0)",1.0392455121753303
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 0, 1)",0.6620373461380513
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 0, 1)",0.7175194058770373
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 0, 1)",0.6544731590445355
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 0, 1)",0.7203686496683812
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 0, 2)",1.0250815650273732
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 0, 2)",1.0419137461918897
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 0, 2)",1.0399498746628884
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 0, 2)",1.03754156132409
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 0, 3)",0.6825053512267438
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 0, 3)",0.6786598318499744
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 0, 3)",0.6281047148684115
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 0, 3)",0.6975028716601008
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 1, 0)",0.2849125246121574
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 1, 0)",0.3644792447376728
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 1, 0)",0.3421581115424287
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 1, 0)",0.236782333286224
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 1, 1)",1.0375404498060825
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 1, 1)",1.0272299163324865
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 1, 1)",1.013014021751543
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 1, 1)",1.0098822972051194
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 1, 2)",0.3148554115094141
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 1, 2)",0.4036881963021637
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 1, 2)",0.3621947633151972
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 1, 2)",0.2413389083696951
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 1, 3)",1.0353741518003718
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 1, 3)",1.0274295993451277
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 1, 3)",1.0248502656854048
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 1, 3)",1.025294636914612
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 2, 0)",1.0365125822962946
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 2, 0)",1.036284367844312
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 2, 0)",1.0271087349932964
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 2, 0)",1.0415162330438803
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 2, 1)",0.7080868617976959
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 2, 1)",0.7093339927353027
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 2, 1)",0.6484923804376079
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 2, 1)",0.7120557565668517
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 2, 2)",1.0359889095203203
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 2, 2)",1.0329449580295842
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 2, 2)",1.0212342449414742
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 2, 2)",1.0268493674453782
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 2, 3)",0.7030593217782345
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 2, 3)",0.7067891949489139
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 2, 3)",0.6662383914575739
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 2, 3)",0.7076084031412586
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 3, 0)",0.3064037762683703
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 3, 0)",0.4036561613200951
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 3, 0)",0.3470137060694749
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 3, 0)",0.2617595173491572
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 3, 1)",1.031292676389617
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 3, 1)",1.0137703205366997
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 3, 1)",1.028461985863722
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 3, 1)",1.0261182323700118
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 3, 2)",0.3150849953857601
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 3, 2)",0.3794286754894678
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 3, 2)",0.3385992580707356
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 3, 2)",0.2447054944042267
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(1, 3, 3, 3, 3)",1.0336902015251
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(1, 3, 3, 3, 3)",1.0188708278441332
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(1, 3, 3, 3, 3)",1.02631210501388
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(1, 3, 3, 3, 3)",1.0271544323507924
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 0, 0)",0.8128795674074764
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 0, 0)",0.8275291686601794
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 0, 0)",1.033236146121116
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 0, 0)",1.0137727439134905
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 0, 1)",0.7725442243471842
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 0, 1)",0.967001421468306
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 0, 1)",0.901185646110548
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 0, 1)",0.7257332838653838
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 0, 2)",0.8128793695756762
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 0, 2)",0.8275291784361055
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 0, 2)",1.0332368569117238
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 0, 2)",1.0137727514120642
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 0, 3)",0.7501127006559956
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 0, 3)",0.9217114019655446
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 0, 3)",0.9128756626012342
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 0, 3)",0.7410863532490501
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 1, 0)",0.9315092705107846
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 1, 0)",1.1990938192026932
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 1, 0)",1.13251377486935
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 1, 0)",0.9238570426698182
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 1, 1)",0.6360020847612069
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 1, 1)",0.7162879889925249
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 1, 1)",0.6113615633283491
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 1, 1)",0.6770957310185411
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 1, 2)",0.9823079662708726
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 1, 2)",1.2467581758684143
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 1, 2)",1.1701731316335937
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 1, 2)",0.980936993732655
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 1, 3)",0.6415094948739952
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 1, 3)",0.7017670818543339
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 1, 3)",0.626536579895853
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 1, 3)",0.7182085627510635
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 2, 0)",0.8128793695756762
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 2, 0)",0.8275291784361055
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 2, 0)",1.0332368569117238
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 2, 0)",1.0137727514120642
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 2, 1)",0.7593930199168544
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 2, 1)",0.9021431660894864
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 2, 1)",0.9156220771873478
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 2, 1)",0.7580256361273945
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 2, 2)",0.8128792833519857
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 2, 2)",0.827529181523909
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 2, 2)",1.0332370775027635
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 2, 2)",1.0137727540421286
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 2, 3)",0.7458360276918407
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 2, 3)",0.962390502430806
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 2, 3)",0.9216056648129486
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 2, 3)",0.7434394756090946
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 3, 0)",0.9399824103509028
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 3, 0)",1.2131433902775122
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 3, 0)",1.1710747766055227
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 3, 0)",0.9261708455344432
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 3, 1)",0.6470547517762291
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 3, 1)",0.675175771480696
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 3, 1)",0.6083005633381922
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 3, 1)",0.6712541108869617
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 3, 2)",0.92906616230456
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 3, 2)",1.25677043103362
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 3, 2)",1.1221550635595776
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 3, 2)",0.916577606265202
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 0, 3, 3)",0.6217272062125773
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 0, 3, 3)",0.6975597651140296
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 0, 3, 3)",0.6294433807615017
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 0, 3, 3)",0.682314113063511
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 0, 0)",1.0081105701368291
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 0, 0)",1.0208162449308555
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 0, 0)",1.016529521827915
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 0, 0)",1.0182029924610556
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 0, 1)",0.416965418380882
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 0, 1)",0.4896860364038576
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 0, 1)",0.450075719252628
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 0, 1)",0.3513361752160155
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 0, 2)",1.0081105648384086
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 0, 2)",1.0208162450250675
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 0, 2)",1.016529520638092
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 0, 2)",1.0182029965667398
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 0, 3)",0.4194646672887629
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 0, 3)",0.4855894286368402
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 0, 3)",0.5093997850710029
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 0, 3)",0.3614830533698092
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 1, 0)",0.590637128245464
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 1, 0)",0.6673149095512504
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 1, 0)",0.6298861110324039
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 1, 0)",0.5679094253797572
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 1, 1)",1.04655350423425
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 1, 1)",1.030601541081823
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 1, 1)",1.022359228421473
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 1, 1)",1.0536748129266749
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 1, 2)",0.5996147272585839
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 1, 2)",0.6897610377359752
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 1, 2)",0.6197947004575425
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 1, 2)",0.5653354822955774
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 1, 3)",1.05032251226383
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 1, 3)",1.0336838893894853
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 1, 3)",1.016537901953404
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 1, 3)",1.0447684697439332
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 2, 0)",1.0081105648384086
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 2, 0)",1.0208162450250675
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 2, 0)",1.016529520638092
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 2, 0)",1.0182029965667398
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 2, 1)",0.3875016054441485
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 2, 1)",0.4982189958892435
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 2, 1)",0.4769088338224999
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 2, 1)",0.3932617894508251
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 2, 2)",1.008110562096059
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 2, 2)",1.0208162454416017
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 2, 2)",1.0165295203775937
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 2, 2)",1.0182029981532028
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 2, 3)",0.4016499034905773
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 2, 3)",0.4965763115880685
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 2, 3)",0.5115200559029521
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 2, 3)",0.3742694030652971
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 3, 0)",0.5817908073016368
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 3, 0)",0.6512840646752917
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 3, 0)",0.657423193234082
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 3, 0)",0.5912606466048854
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 3, 1)",1.0572983292491371
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 3, 1)",1.0338161465761193
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 3, 1)",1.033530250962773
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 3, 1)",1.0492946051411174
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 3, 2)",0.5612112493392836
"(16, 32)",4,4,5,complement,complement,xor,random,42,"(2, 0, 1, 3, 2)",0.6514889661667805
"(16, 32)",4,4,5,sign_value,sign_value,xor,random,42,"(2, 0, 1, 3, 2)",0.6188387569058563
"(16, 32)",4,4,5,gray,gray,xor,random,42,"(2, 0, 1, 3, 2)",0.616252535283411
"(16, 32)",4,4,5,scale_offset,scale_offset,xor,random,42,"(2, 0, 1, 3, 3)",1.0507071464495672
